Option_Name,Asset_Class,Name,Currency,Security_Identifier,Dollar_Value,Weighting_Percentage,Listing_Status,Management_Type,Super_Fund,Weighting_Percentage_Clean,Domain,Parsed_Name,Sector,Description
High Growth,Fixed Income,Sandoz Finance BV,,,14645.0,0.0,,,AustralianSuper,3.544519877941647e-05,,,,
High Growth,Fixed Income,Sandoz Group AG,,,15769.0,0.0,,,AustralianSuper,3.816560870963593e-05,,,,
High Growth,Fixed Income,Sandvik Ab,,,17194.0,0.0,,,AustralianSuper,4.161452699305474e-05,,,,
High Growth,Fixed Income,Sanofi Sa,,,54379.0,0.0,,,AustralianSuper,0.0001316131419887,,,,
High Growth,Fixed Income,Santander Consumer Finance SA,,,13803.0,0.0,,,AustralianSuper,3.340731162528409e-05,,,,
High Growth,Fixed Income,Santander Holdings USA Inc,,,139712.0,0.0,,,AustralianSuper,0.000338144049974,,,,
High Growth,Fixed Income,Santander UK Group Holdings PLC,,,36191.0,0.0,,,AustralianSuper,8.759284322470886e-05,,,,
High Growth,Fixed Income,Sap Se,,,33233.0,0.0,,,AustralianSuper,8.043361495639107e-05,,,,
High Growth,Fixed Income,Saputo Inc,,,10413.0,0.0,,,AustralianSuper,2.5202516551045654e-05,,,,
High Growth,Fixed Income,Sartorius Finance BV,,,24565.0,0.0,,,AustralianSuper,5.945451061907582e-05,,,,
High Growth,Fixed Income,Scentre Group Trust 1,,,397176.0,0.0,,,AustralianSuper,0.0009612825039544,,,,
High Growth,Fixed Income,Scentre Group Trust 2,,,969787.0,0.0,,,AustralianSuper,0.0023471692037346,,,,
High Growth,Fixed Income,Schlumberger Finance BV,,,22535.0,0.0,,,AustralianSuper,5.4541314748661655e-05,,,,
High Growth,Fixed Income,Schneider Electric Se,,,58431.0,0.0,,,AustralianSuper,0.0001414201713813,,,,
High Growth,Fixed Income,Scottish Hydro Electric Transmission PLC,,,39676.0,0.0,,,AustralianSuper,9.602756618450856e-05,,,,
High Growth,Fixed Income,Securitas Treasury Ireland DAC,,,18243.0,0.0,,,AustralianSuper,4.415341490835743e-05,,,,
High Growth,Fixed Income,Segro Plc,,,38836.0,0.0,,,AustralianSuper,9.39945196174406e-05,,,,
High Growth,Fixed Income,SELP Finance Sarl,,,45044.0,0.0,,,AustralianSuper,0.0001090197018654,,,,
High Growth,Fixed Income,Ses Sa,,,14527.0,0.0,,,AustralianSuper,3.515960414261406e-05,,,,
High Growth,Fixed Income,Severn Trent Utilities Finance PLC,,,28833.0,0.0,,,AustralianSuper,6.978432341460668e-05,,,,
High Growth,Fixed Income,Sgs Sa,,,16033.0,0.0,,,AustralianSuper,3.8804566202142995e-05,,,,
High Growth,Fixed Income,Shell International Finance BV,,,214437.0,0.0,,,AustralianSuper,0.0005190004841694,,,,
High Growth,Fixed Income,Sherwin-Williams Co/The,,,139647.0,0.0,,,AustralianSuper,0.0003379867308944,,,,
High Growth,Fixed Income,Shinhan Card Co Ltd,,,8648.0,0.0,,,AustralianSuper,2.093069846667078e-05,,,,
High Growth,Fixed Income,Shurgard Luxembourg Sarl,,,11515.0,0.0,,,AustralianSuper,2.78696800235562e-05,,,,
High Growth,Fixed Income,Siemens Financieringsmaatschappij NV,,,182349.0,0.0,,,AustralianSuper,0.0004413381053074,,,,
High Growth,Fixed Income,Sika Capital BV,,,22152.0,0.0,,,AustralianSuper,5.361434232581997e-05,,,,
High Growth,Fixed Income,Silfin NV,,,42950.0,0.0,,,AustralianSuper,0.000103951607209,,,,
High Growth,Fixed Income,Simon Property Group LP,,,122142.0,0.0,,,AustralianSuper,0.0002956194926128,,,,
High Growth,Fixed Income,Sirius Real Estate Ltd,,,41219.0,0.0,,,AustralianSuper,9.976207910472976e-05,,,,
High Growth,Fixed Income,Sk Hynix Inc,,,73661.0,0.0,,,AustralianSuper,0.0001782812418771,,,,
High Growth,Fixed Income,Skandinaviska Enskilda Banken AB,,,72927.0,0.0,,,AustralianSuper,0.0001765047464244,,,,
High Growth,Fixed Income,Smith & Nephew Plc,,,30623.0,0.0,,,AustralianSuper,7.411664883728715e-05,,,,
High Growth,Fixed Income,Smurfit Kappa Treasury ULC,,,90267.0,0.0,,,AustralianSuper,0.0002184726362732,,,,
High Growth,Fixed Income,Smurfit Westrock Financing DAC,,,9025.0,0.0,,,AustralianSuper,2.1843149128319124e-05,,,,
High Growth,Fixed Income,Snam SpA,,,42005.0,0.0,,,AustralianSuper,0.000101664429821,,,,
High Growth,Fixed Income,Societe Generale SA,,,239513.0,0.0,,,AustralianSuper,0.0005796917647835,,,,
High Growth,Fixed Income,Sodexo SA,,,22139.0,0.0,,,AustralianSuper,5.3582878509901066e-05,,,,
High Growth,Fixed Income,Sogecap SA,,,20000.0,0.0,,,AustralianSuper,4.840587064447451e-05,,,,
High Growth,Fixed Income,Solventum Corp,,,73601.0,0.0,,,AustralianSuper,0.0001781360242651,,,,
High Growth,Fixed Income,Sonoco Products Co,,,75419.0,0.0,,,AustralianSuper,0.0001825361179067,,,,
High Growth,Fixed Income,South Bow USA Infrastructure Holdings LLC,,,55089.0,0.0,,,AustralianSuper,0.0001333315503966,,,,
High Growth,Fixed Income,Southern California Edison Co,,,164855.0,0.0,,,AustralianSuper,0.0003989974902547,,,,
High Growth,Fixed Income,Southern Co/The,,,87594.0,0.0,,,AustralianSuper,0.0002120031916616,,,,
High Growth,Fixed Income,Southern Gas Networks PLC,,,52280.0,0.0,,,AustralianSuper,0.0001265329458646,,,,
High Growth,Fixed Income,Southern Housing,,,16572.0,0.0,,,AustralianSuper,4.010910441601158e-05,,,,
High Growth,Fixed Income,Southwestern Public Service Co,,,141405.0,0.0,,,AustralianSuper,0.000342241606924,,,,
High Growth,Fixed Income,Sovereign Housing Capital PLC,,,5805.0,0.0,,,AustralianSuper,1.4049803954558729e-05,,,,
High Growth,Fixed Income,SpareBank 1 SMN,,,18026.0,0.0,,,AustralianSuper,4.362821121186488e-05,,,,
High Growth,Fixed Income,SpareBank 1 Sor-Norge ASA,,,18164.0,0.0,,,AustralianSuper,4.396221171931176e-05,,,,
High Growth,Fixed Income,SSE PLC,,,29712.0,0.0,,,AustralianSuper,7.191176142943134e-05,,,,
High Growth,Fixed Income,Standard Chartered Bank/Australia,,,47998499.0,0.12,,,AustralianSuper,0.1161704566861469,,,,
High Growth,Fixed Income,Standard Chartered PLC,,,141617.0,0.0,,,AustralianSuper,0.0003427547091529,,,,
High Growth,Fixed Income,Starbucks Corp,,,141776.0,0.0,,,AustralianSuper,0.0003431395358245,,,,
High Growth,Fixed Income,Stellantis Nv,,,66360.0,0.0,,,AustralianSuper,0.0001606106787983,,,,
High Growth,Fixed Income,Stockland Trust,,,376294.0,0.0,,,AustralianSuper,0.0009107419344145,,,,
High Growth,Fixed Income,Stora Enso Oyj,,,12073.0,0.0,,,AustralianSuper,2.922020381453704e-05,,,,
High Growth,Fixed Income,Stryker Corp,,,29392.0,0.0,,,AustralianSuper,7.113726749911974e-05,,,,
High Growth,Fixed Income,Suez SACA,,,62355.0,0.0,,,AustralianSuper,0.0001509174032018,,,,
High Growth,Fixed Income,Sumitomo Mitsui Banking Corp/Sydney,,,69141575.0,0.18,,,AustralianSuper,0.1673429067802616,,,,
High Growth,Fixed Income,Sumitomo Mitsui Financial Group Inc,,,206050.0,0.0,,,AustralianSuper,0.0004987014823146,,,,
High Growth,Fixed Income,Sun Life Financial Inc,,,37440.0,0.0,,,AustralianSuper,9.061578984645628e-05,,,,
High Growth,Fixed Income,Suncor Energy Inc,,,12056.0,0.0,,,AustralianSuper,2.917905882448924e-05,,,,
High Growth,Fixed Income,Suncorp Group Ltd,,,1395334.0,0.0,,,AustralianSuper,0.0033771178554918,,,,
High Growth,Fixed Income,Suzano Austria GmbH,,,172198.0,0.0,,,AustralianSuper,0.0004167697056618,,,,
High Growth,Fixed Income,Svenska Handelsbanken AB,,,104342.0,0.0,,,AustralianSuper,0.0002525382677392,,,,
High Growth,Fixed Income,SW Finance I PLC,,,9875.0,0.0,,,AustralianSuper,2.390039863070929e-05,,,,
High Growth,Fixed Income,Swedbank AB,,,87851.0,0.0,,,AustralianSuper,0.0002126252070993,,,,
High Growth,Fixed Income,Sydney Airport Finance Co Pty Ltd,,,15661.0,0.0,,,AustralianSuper,3.790421700815577e-05,,,,
High Growth,Fixed Income,Synovus Financial Corp,,,18945.0,0.0,,,AustralianSuper,4.585246096797848e-05,,,,
High Growth,Fixed Income,Sysco Corp,,,33393.0,0.0,,,AustralianSuper,8.082086192154687e-05,,,,
High Growth,Fixed Income,System Energy Resources Inc,,,1776.0,0.0,,,AustralianSuper,4.298441313229337e-06,,,,
High Growth,Fixed Income,Tag Immobilien Ag,,,41494.0,0.0,,,AustralianSuper,0.000100427659826,,,,
High Growth,Fixed Income,Takeda Pharmaceutical Co Ltd,,,108060.0,0.0,,,AustralianSuper,0.000261536919092,,,,
High Growth,Fixed Income,Talanx Ag,,,18192.0,0.0,,,AustralianSuper,4.402997993821402e-05,,,,
High Growth,Fixed Income,Tapestry Inc,,,4652.0,0.0,,,AustralianSuper,1.1259205511904773e-05,,,,
High Growth,Fixed Income,Targa Resources Corp,,,134718.0,0.0,,,AustralianSuper,0.0003260571040741,,,,
High Growth,Fixed Income,Target Corp,,,80511.0,0.0,,,AustralianSuper,0.0001948602525728,,,,
High Growth,Fixed Income,Taurus Finance Retail Warehouse Trust No. 2,,,597407.0,0.0,,,AustralianSuper,0.0014459002982051,,,,
High Growth,Fixed Income,TDC Net A/S,,,25319.0,0.0,,,AustralianSuper,6.127941194237251e-05,,,,
High Growth,Fixed Income,TDF Infrastructure SASU,,,14448.0,0.0,,,AustralianSuper,3.496840095356839e-05,,,,
High Growth,Fixed Income,Teachers Insurance & Annuity Association of America,,,65484.0,0.0,,,AustralianSuper,0.0001584905016641,,,,
High Growth,Fixed Income,Telefonaktiebolaget Lm Ericsson,,,44327.0,0.0,,,AustralianSuper,0.0001072843514028,,,,
High Growth,Fixed Income,Telefonica Emisiones SA,,,191669.0,0.0,,,AustralianSuper,0.0004638952410277,,,,
High Growth,Fixed Income,Teleperformance Se,,,27602.0,0.0,,,AustralianSuper,6.680494207643929e-05,,,,
High Growth,Fixed Income,Telia Co AB,,,17742.0,0.0,,,AustralianSuper,4.294084784871334e-05,,,,
High Growth,Fixed Income,Telstra Group Ltd,,,35996.0,0.0,,,AustralianSuper,8.712088598592523e-05,,,,
High Growth,Fixed Income,TELUS Corp,,,61876.0,0.0,,,AustralianSuper,0.0001497580825998,,,,
High Growth,Fixed Income,Terega SA,,,35174.0,0.0,,,AustralianSuper,8.513140470243733e-05,,,,
High Growth,Fixed Income,Terna - Rete Elettrica Nazionale,,,30228.0,0.0,,,AustralianSuper,7.316063289205879e-05,,,,
High Growth,Fixed Income,Tesco Corporate Treasury Services PLC,,,15343.0,0.0,,,AustralianSuper,3.713456366490862e-05,,,,
High Growth,Fixed Income,Texas Instruments Inc,,,55734.0,0.0,,,AustralianSuper,0.0001348926397249,,,,
High Growth,Fixed Income,Textron Inc,,,68474.0,0.0,,,AustralianSuper,0.0001657271793254,,,,
High Growth,Fixed Income,Thales Sa,,,54154.0,0.0,,,AustralianSuper,0.000131068575944,,,,
High Growth,Fixed Income,Thermo Fisher Scientific Finance I BV,,,72252.0,0.0,,,AustralianSuper,0.0001748710482902,,,,
High Growth,Fixed Income,Thermo Fisher Scientific Inc,,,97826.0,0.0,,,AustralianSuper,0.0002367676350833,,,,
High Growth,Fixed Income,THFC Funding No 3 PLC,,,19691.0,0.0,,,AustralianSuper,4.765799994301738e-05,,,,
High Growth,Fixed Income,Tierra Mojada Luxembourg II Sarl,,,49897.0,0.0,,,AustralianSuper,0.0001207653863773,,,,
High Growth,Fixed Income,Time Warner Cable LLC,,,218390.0,0.0,,,AustralianSuper,0.0005285679045023,,,,
High Growth,Fixed Income,T-Mobile USA Inc,,,332629.0,0.0,,,AustralianSuper,0.00080505981733,,,,
High Growth,Fixed Income,TMS Issuer Sarl,,,86502.0,0.0,,,AustralianSuper,0.0002093602311244,,,,
High Growth,Fixed Income,Toronto-Dominion Bank/The,,,400689.0,0.0,,,AustralianSuper,0.0009697849951331,,,,
High Growth,Fixed Income,TotalEnergies Capital International SA,,,111770.0,0.0,,,AustralianSuper,0.0002705162080966,,,,
High Growth,Fixed Income,TotalEnergies Capital SA,,,78587.0,0.0,,,AustralianSuper,0.0001902036078168,,,,
High Growth,Fixed Income,Toyota Credit Canada Inc,,,39022.0,0.0,,,AustralianSuper,9.444469421443423e-05,,,,
High Growth,Fixed Income,Toyota Finance Australia Ltd,,,17290.0,0.0,,,AustralianSuper,4.184687517214822e-05,,,,
High Growth,Fixed Income,Toyota Motor Credit Corp,,,370623.0,0.0,,,AustralianSuper,0.0008970164497933,,,,
High Growth,Fixed Income,Toyota Motor Finance Netherlands BV,,,16039.0,0.0,,,AustralianSuper,3.881908796333634e-05,,,,
High Growth,Fixed Income,Trane Technologies Financing Ltd,,,61726.0,0.0,,,AustralianSuper,0.00014939503857,,,,
High Growth,Fixed Income,TransCanada PipeLines Ltd,,,201750.0,0.0,,,AustralianSuper,0.0004882942201261,,,,
High Growth,Fixed Income,Transurban Finance Co Pty Ltd,,,16856.0,0.0,,,AustralianSuper,4.079646777916312e-05,,,,
High Growth,Fixed Income,Traton Finance Luxembourg SA,,,20841.0,0.0,,,AustralianSuper,5.044133750507467e-05,,,,
High Growth,Fixed Income,Travelex Financing PLC,,,4883.0,0.0,,,AustralianSuper,1.1818293317848452e-05,,,,
High Growth,Fixed Income,Travelex Issuerco 2 PLC,,,366988.0,0.0,,,AustralianSuper,0.0008882186828037,,,,
High Growth,Fixed Income,Tritax Eurobox Plc,,,24414.0,0.0,,,AustralianSuper,5.908904629571004e-05,,,,
High Growth,Fixed Income,Triton Bond Trust 2023-1 in respect of Series 1,,,266493.0,0.0,,,AustralianSuper,0.0006449912842828,,,,
High Growth,Fixed Income,Truist Financial Corp,,,169358.0,0.0,,,AustralianSuper,0.0004098960720303,,,,
High Growth,Fixed Income,TSMC Arizona Corp,,,47836.0,0.0,,,AustralianSuper,0.0001157771614074,,,,
High Growth,Fixed Income,Tyson Foods Inc,,,51892.0,0.0,,,AustralianSuper,0.0001255938719741,,,,
High Growth,Fixed Income,UBS AG/London,,,73119.0,0.0,,,AustralianSuper,0.0001769694427826,,,,
High Growth,Fixed Income,UBS Group AG,,,548823.0,0.0,,,AustralianSuper,0.0013283127572356,,,,
High Growth,Fixed Income,Unibail-Rodamco-Westfield Se,,,114843.0,0.0,,,AustralianSuper,0.0002779537701211,,,,
High Growth,Fixed Income,UniCredit SpA,,,101737.0,0.0,,,AustralianSuper,0.0002462334030878,,,,
High Growth,Fixed Income,Unilever Capital Corp,,,89227.0,0.0,,,AustralianSuper,0.0002159555309997,,,,
High Growth,Fixed Income,Unilever Finance Netherlands BV,,,33482.0,0.0,,,AustralianSuper,8.103626804591478e-05,,,,
High Growth,Fixed Income,Unilever Plc,,,31661.0,0.0,,,AustralianSuper,7.662891352373539e-05,,,,
High Growth,Fixed Income,Union Electric Co,,,53292.0,0.0,,,AustralianSuper,0.0001289822829192,,,,
High Growth,Fixed Income,Union Pacific Corp,,,98551.0,0.0,,,AustralianSuper,0.0002385223478941,,,,
High Growth,Fixed Income,UNITE Group PLC/The,,,37557.0,0.0,,,AustralianSuper,9.089896418972648e-05,,,,
High Growth,Fixed Income,United Overseas Bank Ltd/Sydney,,,60717773.0,0.16,,,AustralianSuper,0.1469548332829283,,,,
High Growth,Fixed Income,United Parcel Service Inc,,,91676.0,0.0,,,AustralianSuper,0.0002218828298601,,,,
High Growth,Fixed Income,United Utilities Water Finance PLC,,,32818.0,0.0,,,AustralianSuper,7.942919314051824e-05,,,,
High Growth,Fixed Income,UnitedHealth Group Inc,,,408637.0,0.0,,,AustralianSuper,0.0009890214881273,,,,
High Growth,Fixed Income,University of Oxford,,,6829.0,0.0,,,AustralianSuper,1.6528184531555822e-05,,,,
High Growth,Fixed Income,Upjohn Finance BV,,,15500.0,0.0,,,AustralianSuper,3.751454974946775e-05,,,,
High Growth,Fixed Income,Upm-Kymmene Oyj,,,15539.0,0.0,,,AustralianSuper,3.760894119722448e-05,,,,
High Growth,Fixed Income,US Bancorp,,,122076.0,0.0,,,AustralianSuper,0.0002954597532397,,,,
High Growth,Fixed Income,Vancouver Airport Authority,,,5840.0,0.0,,,AustralianSuper,1.4134514228186558e-05,,,,
High Growth,Fixed Income,Ventas Canada Finance Ltd,,,10217.0,0.0,,,AustralianSuper,2.4728139018729807e-05,,,,
High Growth,Fixed Income,Ventas Realty LP,,,89085.0,0.0,,,AustralianSuper,0.0002156118493181,,,,
High Growth,Fixed Income,Veolia Environnement Sa,,,85375.0,0.0,,,AustralianSuper,0.0002066325603136,,,,
High Growth,Fixed Income,Verizon Communications Inc,,,449838.0,0.0,,,AustralianSuper,0.0010887400019484,,,,
High Growth,Fixed Income,Vestas Wind Systems Finance BV,,,16169.0,0.0,,,AustralianSuper,3.913372612252542e-05,,,,
High Growth,Fixed Income,Vesteda Finance BV,,,48744.0,0.0,,,AustralianSuper,0.0001179747879347,,,,
High Growth,Fixed Income,VICI Properties LP,,,144974.0,0.0,,,AustralianSuper,0.0003508796345406,,,,
High Growth,Fixed Income,Videotron Ltd,,,23008.0,0.0,,,AustralianSuper,5.568611358940349e-05,,,,
High Growth,Fixed Income,Vier Gas Transport GmbH,,,49208.0,0.0,,,AustralianSuper,0.0001190978041336,,,,
High Growth,Fixed Income,Vinci SA,,,70253.0,0.0,,,AustralianSuper,0.0001700328815193,,,,
High Growth,Fixed Income,Virgin Money UK PLC,,,19222.0,0.0,,,AustralianSuper,4.652288227640446e-05,,,,
High Growth,Fixed Income,Virginia Electric and Power Co,,,177898.0,0.0,,,AustralianSuper,0.0004305653787955,,,,
High Growth,Fixed Income,Visa Inc,,,100117.0,0.0,,,AustralianSuper,0.0002423125275656,,,,
High Growth,Fixed Income,Vodafone Group Plc,,,162021.0,0.0,,,AustralianSuper,0.0003921383783844,,,,
High Growth,Fixed Income,Volkswagen Financial Services AG,,,29396.0,0.0,,,AustralianSuper,7.114694867324864e-05,,,,
High Growth,Fixed Income,Volkswagen Financial Services Australia Pty Ltd,,,8690.0,0.0,,,AustralianSuper,2.1032350795024178e-05,,,,
High Growth,Fixed Income,Volkswagen Financial Services NV,,,18106.0,0.0,,,AustralianSuper,4.3821834694442775e-05,,,,
High Growth,Fixed Income,Volkswagen Group of America Finance LLC,,,198174.0,0.0,,,AustralianSuper,0.0004796392504549,,,,
High Growth,Fixed Income,Volkswagen International Finance NV,,,162286.0,0.0,,,AustralianSuper,0.0003927797561704,,,,
High Growth,Fixed Income,Volkswagen Leasing GmbH,,,87796.0,0.0,,,AustralianSuper,0.0002124920909551,,,,
High Growth,Fixed Income,Volvo Treasury AB,,,29167.0,0.0,,,AustralianSuper,7.059270145436941e-05,,,,
High Growth,Fixed Income,Vonovia SE,,,122726.0,0.0,,,AustralianSuper,0.0002970329440356,,,,
High Growth,Fixed Income,Vulcan Materials Co,,,34832.0,0.0,,,AustralianSuper,8.430366431441681e-05,,,,
High Growth,Fixed Income,Walmart Inc,,,176732.0,0.0,,,AustralianSuper,0.0004277433165369,,,,
High Growth,Fixed Income,Walt Disney Co/The,,,100276.0,0.0,,,AustralianSuper,0.0002426973542372,,,,
High Growth,Fixed Income,Warnermedia Holdings Inc,,,148678.0,0.0,,,AustralianSuper,0.0003598444017839,,,,
High Growth,Fixed Income,Waste Connections Inc,,,72513.0,0.0,,,AustralianSuper,0.0001755027449021,,,,
High Growth,Fixed Income,Waste Management Inc,,,158528.0,0.0,,,AustralianSuper,0.0003836842930763,,,,
High Growth,Fixed Income,Wellcome Trust Ltd/The,,,5074.0,0.0,,,AustralianSuper,1.2280569382503183e-05,,,,
High Growth,Fixed Income,Wells Fargo & Co,,,720756.0,0.0,,,AustralianSuper,0.0017444410851114,,,,
High Growth,Fixed Income,Wendel Se,,,18617.0,0.0,,,AustralianSuper,4.50586046894091e-05,,,,
High Growth,Fixed Income,WestConnex Finance Co Pty Ltd,,,671536.0,0.0,,,AustralianSuper,0.0016253142374553,,,,
High Growth,Fixed Income,Western Midstream Operating LP,,,131681.0,0.0,,,AustralianSuper,0.0003187066726167,,,,
High Growth,Fixed Income,Westlake Corp,,,44360.0,0.0,,,AustralianSuper,0.0001073642210894,,,,
High Growth,Fixed Income,Westpac Banking Corp,,,236278575.0,0.61,,,AustralianSuper,0.5718635068755384,,,,
High Growth,Fixed Income,Whitbread Group PLC,,,44753.0,0.0,,,AustralianSuper,0.0001083153964476,,,,
High Growth,Fixed Income,Williams Cos Inc/The,,,91552.0,0.0,,,AustralianSuper,0.0002215827134621,,,,
High Growth,Fixed Income,Wintershall Dea Finance BV,,,13400.0,0.0,,,AustralianSuper,3.2431933331797924e-05,,,,
High Growth,Fixed Income,Wolters Kluwer Nv,,,23305.0,0.0,,,AustralianSuper,5.640494076847393e-05,,,,
High Growth,Fixed Income,Worldline SA/France,,,11798.0,0.0,,,AustralianSuper,2.8554623093175514e-05,,,,
High Growth,Fixed Income,Worley Financial Services Pty Ltd,,,637928.0,0.0,,,AustralianSuper,0.0015439730124244,,,,
High Growth,Fixed Income,WPC Eurobond BV,,,11501.0,0.0,,,AustralianSuper,2.783579591410507e-05,,,,
High Growth,Fixed Income,WPP Finance SA,,,61293.0,0.0,,,AustralianSuper,0.0001483470514705,,,,
High Growth,Fixed Income,Yorkshire Building Society,,,19602.0,0.0,,,AustralianSuper,4.744259381864947e-05,,,,
High Growth,Fixed Income,Yorkshire Water Finance PLC,,,21315.0,0.0,,,AustralianSuper,5.158855663934871e-05,,,,
High Growth,Fixed Income,Zions Bancorp NA,,,7050.0,0.0,,,AustralianSuper,1.7063069402177265e-05,,,,
High Growth,Fixed Income,Zuerich Versicherungs-Gesellschaft AG,,,12608.0,0.0,,,AustralianSuper,3.051506085427673e-05,,,,
High Growth,Fixed Income,Zurich Finance Ireland Designated Activity Co,,,20077.0,0.0,,,AustralianSuper,4.8592233246455744e-05,,,,
High Growth,Fixed Income,Canada,,,2081791.0,0.01,,,AustralianSuper,0.0050385452927415,,,,
High Growth,Fixed Income,Commonwealth of Australia,,,104384709.0,0.27,,,AustralianSuper,0.2526416360557557,,,,
High Growth,Fixed Income,Federal Republic of Germany,,,12963346.0,0.03,,,AustralianSuper,0.0313751024797783,,,,
High Growth,Fixed Income,French Republic,,,11799194.0,0.03,,,AustralianSuper,0.0285575129236529,,,,
High Growth,Fixed Income,Japan,,,14639329.0,0.04,,,AustralianSuper,0.0354314732947952,,,,
High Growth,Fixed Income,Kingdom of Belgium,,,415976.0,0.0,,,AustralianSuper,0.0010067840223602,,,,
High Growth,Fixed Income,Kingdom of Spain,,,3954364.0,0.01,,,AustralianSuper,0.0095707216132583,,,,
High Growth,Fixed Income,Republic of Austria,,,527613.0,0.0,,,AustralianSuper,0.0012769783314171,,,,
High Growth,Fixed Income,Republic of Italy,,,9377941.0,0.02,,,AustralianSuper,0.0226973699478756,,,,
High Growth,Fixed Income,United Kingdom of Great Britain and Northern Ireland,,,19324554.0,0.05,,,AustralianSuper,0.0467710930593081,,,,
High Growth,Fixed Income,United States of America,,,81312893.0,0.21,,,AustralianSuper,0.1968010690142999,,,,
High Growth,Fixed Income,1345 Avenue of the Americas & Park Avenue Plaza Trust,,,27173.0,0.0,,,AustralianSuper,6.57666361511153e-05,,,,
High Growth,Fixed Income,A&D Mortgage Trust 2023-NQM4,,,189605.0,0.0,,,AustralianSuper,0.0004588997551772,,,,
High Growth,Fixed Income,A&D Mortgage Trust 2024-NQM2,,,279459.0,0.0,,,AustralianSuper,0.0006763728102217,,,,
High Growth,Fixed Income,A&D Mortgage Trust 2024-NQM3,,,344579.0,0.0,,,AustralianSuper,0.0008339823250401,,,,
High Growth,Fixed Income,AFG 2023-1 Trust,,,88927.0,0.0,,,AustralianSuper,0.00021522944294,,,,
High Growth,Fixed Income,Apollo Series 2017-2 Trust,,,29030.0,0.0,,,AustralianSuper,7.026112124045475e-05,,,,
High Growth,Fixed Income,ATLX 2024-RPL1 Trust,,,286949.0,0.0,,,AustralianSuper,0.000694500808778,,,,
High Growth,Fixed Income,ATLX 2024-RPL2 Trust,,,356358.0,0.0,,,AustralianSuper,0.0008624909625561,,,,
High Growth,Fixed Income,BAMLL Trust 2024-BHP,,,452775.0,0.0,,,AustralianSuper,0.0010958484040525,,,,
High Growth,Fixed Income,Banna RMBS DAC,,,160696.0,0.0,,,AustralianSuper,0.0003889314894542,,,,
High Growth,Fixed Income,Bayview Commercial Asset Trust 2005-2,,,9700.0,0.0,,,AustralianSuper,2.347684726257014e-05,,,,
High Growth,Fixed Income,BF 2019-NYT Mortgage Trust,,,82653.0,0.0,,,AustralianSuper,0.0002000445213188,,,,
High Growth,Fixed Income,BFLD 2024-VICT Mortgage Trust,,,75523.0,0.0,,,AustralianSuper,0.0001827878284341,,,,
High Growth,Fixed Income,BPR Trust 2021-WILL,,,301326.0,0.0,,,AustralianSuper,0.0007292973688908,,,,
High Growth,Fixed Income,BPR Trust 2022-OANA,,,349910.0,0.0,,,AustralianSuper,0.0008468849098604,,,,
High Growth,Fixed Income,BPR Trust 2022-SSP,,,91055.0,0.0,,,AustralianSuper,0.0002203798275766,,,,
High Growth,Fixed Income,BX Commercial Mortgage Trust 2022-CSMO,,,335026.0,0.0,,,AustralianSuper,0.0008108612609267,,,,
High Growth,Fixed Income,BX Trust 2023-DELC,,,221046.0,0.0,,,AustralianSuper,0.0005349962041239,,,,
High Growth,Fixed Income,Cassia 2022-1 SRL,,,188708.0,0.0,,,AustralianSuper,0.0004567287518788,,,,
High Growth,Fixed Income,CFMT 2024-R1 LLC,,,156490.0,0.0,,,AustralianSuper,0.0003787517348576,,,,
High Growth,Fixed Income,Chase Home Lending Mortgage Trust 2024-10,,,217749.0,0.0,,,AustralianSuper,0.0005270164963481,,,,
High Growth,Fixed Income,Chase Home Lending Mortgage Trust Series 2024-7,,,324129.0,0.0,,,AustralianSuper,0.0007844873223061,,,,
High Growth,Fixed Income,Citigroup Mortgage Loan Trust 2024-1,,,181621.0,0.0,,,AustralianSuper,0.000439576131616,,,,
High Growth,Fixed Income,Clavel Residential 3 DAC,,,572755.0,0.0,,,AustralianSuper,0.0013862352220488,,,,
High Growth,Fixed Income,Coventry Bond Trust 2023-1,,,110969.0,0.0,,,AustralianSuper,0.0002685775529773,,,,
High Growth,Fixed Income,Coventry Bond Trust 2023-2,,,116690.0,0.0,,,AustralianSuper,0.0002824240522751,,,,
High Growth,Fixed Income,E-MAC Program BV,,,142993.0,0.0,,,AustralianSuper,0.0003460850330532,,,,
High Growth,Fixed Income,Eurosail-UK 2007-4bl PLC,,,71739.0,0.0,,,AustralianSuper,0.0001736294377081,,,,
High Growth,Fixed Income,Fannie Mae or Freddie Mac,,,13923865.0,0.04,,,AustralianSuper,0.0336998404030563,,,,
High Growth,Fixed Income,Fashion Show Mall LLC,,,54985.0,0.0,,,AustralianSuper,0.0001330798398693,,,,
High Growth,Fixed Income,Federal Home Loan Mortgage Corp,,,2096405.0,0.01,,,AustralianSuper,0.0050739154624214,,,,
High Growth,Fixed Income,Federal National Mortgage Association,,,12296013.0,0.03,,,AustralianSuper,0.0297599607360388,,,,
High Growth,Fixed Income,Firstmac Mortgage Funding Trust,,,449996.0,0.0,,,AustralianSuper,0.0010891224083265,,,,
High Growth,Fixed Income,Firstmac Mortgage Funding Trust No 4 Series 1-2017,,,21938.0,0.0,,,AustralianSuper,5.309639950992409e-05,,,,
High Growth,Fixed Income,Firstmac Mortgage Funding Trust NO 4 Series 2023-1,,,165619.0,0.0,,,AustralianSuper,0.0004008465945133,,,,
