Option_Name,Asset_Class,Name,Currency,Security_Identifier,Dollar_Value,Weighting_Percentage,Listing_Status,Management_Type,Super_Fund,Weighting_Percentage_Clean,Domain,Parsed_Name,Sector,Description
Balanced,Fixed Income,Amvest RCF Custodian BV,,,1202303.0,0.0,,,AustralianSuper,0.0004043323358232,,,,
Balanced,Fixed Income,Anglian Water Osprey Financing PLC,,,1410942.0,0.0,,,AustralianSuper,0.0004744972561585,,,,
Balanced,Fixed Income,Anglian Water Services Financing PLC,,,868553.0,0.0,,,AustralianSuper,0.0002920928112766,,,,
Balanced,Fixed Income,Anglo American Capital PLC,,,3297034.0,0.0,,,AustralianSuper,0.0011087866024693,,,,
Balanced,Fixed Income,Anheuser-Busch Cos LLC / Anheuser-Busch InBev Worldwide Inc,,,9592638.0,0.0,,,AustralianSuper,0.003225986901178,,,,
Balanced,Fixed Income,Anheuser-Busch InBev SA/NV,,,4835757.0,0.0,,,AustralianSuper,0.0016262563790356,,,,
Balanced,Fixed Income,Annington Funding PLC,,,491384.0,0.0,,,AustralianSuper,0.0001652515551455,,,,
Balanced,Fixed Income,Antero Resources Corp,,,2253055.0,0.0,,,AustralianSuper,0.0007576983430036,,,,
Balanced,Fixed Income,Aon North America Inc,,,4670783.0,0.0,,,AustralianSuper,0.0015707759196422,,,,
Balanced,Fixed Income,AP Moller - Maersk A/S,,,713271.0,0.0,,,AustralianSuper,0.0002398717540461,,,,
Balanced,Fixed Income,Apollo Debt Solutions BDC,,,1376521.0,0.0,,,AustralianSuper,0.0004629215357857,,,,
Balanced,Fixed Income,APPF Commercial Finance Pty Ltd,,,15254534.0,0.01,,,AustralianSuper,0.0051300723395978,,,,
Balanced,Fixed Income,Apple Inc,,,16094077.0,0.01,,,AustralianSuper,0.0054124091400666,,,,
Balanced,Fixed Income,APRR SA,,,1396171.0,0.0,,,AustralianSuper,0.0004695297954331,,,,
Balanced,Fixed Income,ArcelorMittal SA,,,3684736.0,0.0,,,AustralianSuper,0.0012391700875503,,,,
Balanced,Fixed Income,Ares Capital Corp,,,5942597.0,0.0,,,AustralianSuper,0.0019984846797074,,,,
Balanced,Fixed Income,Ares Strategic Income Fund,,,575610.0,0.0,,,AustralianSuper,0.0001935766074136,,,,
Balanced,Fixed Income,Arkema Sa,,,582531.0,0.0,,,AustralianSuper,0.0001959041272619,,,,
Balanced,Fixed Income,Aroundtown Sa,,,665169.0,0.0,,,AustralianSuper,0.000223695137987,,,,
Balanced,Fixed Income,Arthur J Gallagher & Co,,,3247008.0,0.0,,,AustralianSuper,0.0010919629486717,,,,
Balanced,Fixed Income,Asahi Group Holdings Ltd,,,562844.0,0.0,,,AustralianSuper,0.000189283424581,,,,
Balanced,Fixed Income,ASB Bank Ltd,,,645917.0,0.0,,,AustralianSuper,0.0002172207250235,,,,
Balanced,Fixed Income,Asml Holding Nv,,,874236.0,0.0,,,AustralianSuper,0.0002940039939522,,,,
Balanced,Fixed Income,Asr Nederland Nv,,,1175684.0,0.0,,,AustralianSuper,0.0003953804140138,,,,
Balanced,Fixed Income,Assa Abloy Ab,,,731610.0,0.0,,,AustralianSuper,0.0002460391267522,,,,
Balanced,Fixed Income,ASTM SpA,,,658656.0,0.0,,,AustralianSuper,0.0002215048278046,,,,
Balanced,Fixed Income,Astrazeneca Finance LLC,,,6332542.0,0.0,,,AustralianSuper,0.002129622481653,,,,
Balanced,Fixed Income,AstraZeneca PLC,,,642798.0,0.0,,,AustralianSuper,0.0002161718109349,,,,
Balanced,Fixed Income,AT&T Inc,,,18537702.0,0.01,,,AustralianSuper,0.0062341958312136,,,,
Balanced,Fixed Income,Athene Global Funding,,,31487510.0,0.01,,,AustralianSuper,0.0105891929634697,,,,
Balanced,Fixed Income,Athene Holding Ltd,,,595651.0,0.0,,,AustralianSuper,0.0002003163596576,,,,
Balanced,Fixed Income,Atmos Energy Corp,,,3834266.0,0.0,,,AustralianSuper,0.0012894567575292,,,,
Balanced,Fixed Income,Auckland International Airport Ltd,,,9060840.0,0.0,,,AustralianSuper,0.0030471441905417,,,,
