Asset_Class,Management_Type,Name,Dollar_Value,Weighting_Percentage,Security_Identifier,Currency,Listing_Status,Super_Fund,Option_Name,Weighting_Percentage_Clean,Domain,Parsed_Name,Sector,Description
Equity,-,Allstate Corp.,1878888.0,0.04,ALL US,-,Listed,Rest,High Growth,0.0373892701379824,allstate.com,Allstate,,
Equity,-,"Cheniere Energy, Inc.",1875939.0,0.04,LNG US,-,Listed,Rest,High Growth,0.0373305859813765,cheniere.com,Cheniere Energy,,
Equity,-,Everest Group Ltd.,1871731.0,0.04,EG US,-,Listed,Rest,High Growth,0.0372468481275285,everestglobal.com,Everest Group,,
Equity,-,Nokia Oyj,1865941.0,0.04,NOKIA FH,-,Listed,Rest,High Growth,0.0371316289797672,nokia.com,Nokia,,
Equity,-,Keyence Corp.,1861019.0,0.04,6861 JP,-,Listed,Rest,High Growth,0.0370336827543301,keyence.com,Keyence,,
Equity,-,Regional Sab De Cv,1857369.0,0.04,RA MM,-,Listed,Rest,High Growth,0.0369610489219763,banregio.com,Banregio,,
Equity,-,Mckesson Corp.,1840340.0,0.04,MCK US,-,Listed,Rest,High Growth,0.0366221772696054,mckesson.com,McKesson,,
Equity,-,Eagers Automotive Ltd.,1832672.0,0.04,APE AU,-,Listed,Rest,High Growth,0.0364695865226221,eagersautomotive.com.au,Eagers Automotive,,
Equity,-,"Houlihan Lokey, Inc.",1830143.0,0.04,HLI US,-,Listed,Rest,High Growth,0.0364192602316569,hl.com,Houlihan Lokey,,
Equity,-,H World Group Ltd.,1822296.0,0.04,1179 HK,-,Listed,Rest,High Growth,0.0362631074419362,hworld.com,H World Group,,
Equity,-,Ivanhoe Mines Ltd.,1820267.0,0.04,IVN CN,-,Listed,Rest,High Growth,0.0362227309910195,ivanhoemines.com,Ivanhoe Mines,,
Equity,-,Garmin Ltd.,1816995.0,0.04,GRMN US,-,Listed,Rest,High Growth,0.0361576192377423,garmin.com,Garmin,,
Equity,-,Dino Polska Sa,1812535.0,0.04,DNP PW,-,Listed,Rest,High Growth,0.03606886666451,grupadino.pl,Dino Polska,,
Equity,-,"Skyworks Solutions, Inc.",1811387.0,0.04,SWKS US,-,Listed,Rest,High Growth,0.0360460218317587,skyworksinc.com,Skyworks Solutions,,
Equity,-,"Consolidated Edison, Inc.",1800092.0,0.04,ED US,-,Listed,Rest,High Growth,0.0358212549450637,coned.com,Con Edison,,
Equity,-,Mcdonald'S Corp.,1797401.0,0.04,MCD US,-,Listed,Rest,High Growth,0.0357677049059229,mcdonalds.com,McDonald's,,
Equity,-,"Pepsico, Inc.",1792998.0,0.04,PEP US,-,Listed,Rest,High Growth,0.035680086614456,pepsico.com,PepsiCo,,
Equity,-,"Enphase Energy, Inc.",1789939.0,0.04,ENPH US,-,Listed,Rest,High Growth,0.0356192134930395,enphase.com,Enphase Energy,,
Equity,-,Netwealth Group Ltd.,1775763.0,0.04,NWL AU,-,Listed,Rest,High Growth,0.0353371156279852,netwealth.com.au,Netwealth Group,,
Equity,-,"Godaddy, Inc.",1756911.0,0.03,GDDY US,-,Listed,Rest,High Growth,0.0349619668587977,godaddy.com,GoDaddy,,
Equity,-,First Quantum Minerals Ltd.,1752073.0,0.03,FM CN,-,Listed,Rest,High Growth,0.0348656922064887,first-quantum.com,First Quantum Minerals,,
Equity,-,Hermes International,1748501.0,0.03,RMS FP,-,Listed,Rest,High Growth,0.0347946105491824,hermes.com,Hermès,,
Equity,-,"Delta Air Lines, Inc.",1743979.0,0.03,DAL US,-,Listed,Rest,High Growth,0.0347046241957841,delta.com,Delta Air Lines,,
Equity,-,Aecom,1743716.0,0.03,ACM US,-,Listed,Rest,High Growth,0.0346993905799186,aecom.com,AECOM,,
Equity,-,Bae Systems Plc,1742980.0,0.03,BA LN,-,Listed,Rest,High Growth,0.0346847444153672,baesystems.com,BAE Systems,,
Equity,-,"Emcor Group, Inc.",1730490.0,0.03,EME US,-,Listed,Rest,High Growth,0.0344361974109564,emcorgroup.com,EMCOR Group,,
Equity,-,Givaudan Sa,1729591.0,0.03,GIVN SW,-,Listed,Rest,High Growth,0.0344183075985493,givaudan.com,Givaudan,,
Equity,-,"Constellation Brands, Inc.",1727716.0,0.03,STZ US,-,Listed,Rest,High Growth,0.0343809956983675,cbrands.com,Constellation Brands,,
Equity,-,Nufarm Ltd.,1726867.0,0.03,NUF AU,-,Listed,Rest,High Growth,0.0343641008699652,nufarm.com,Nufarm,,
Equity,-,"Transdigm Group, Inc.",1723138.0,0.03,TDG US,-,Listed,Rest,High Growth,0.0342898949628837,transdigm.com,TransDigm Group,,
Equity,-,Super Retail Group Ltd.,1716946.0,0.03,SUL AU,-,Listed,Rest,High Growth,0.0341666761437234,superretailgroup.com.au,Super Retail Group,,
Equity,-,United Therapeutics Corp.,1713228.0,0.03,UTHR US,-,Listed,Rest,High Growth,0.034092689133123,unither.com,United Therapeutics,,
Equity,-,Accton Technology Corp.,1712692.0,0.03,2345 TT,-,Listed,Rest,High Growth,0.034082022904591,accton.com,Accton Technology,,
Equity,-,Amphenol Corp.,1705588.0,0.03,APH US,-,Listed,Rest,High Growth,0.0339406555771824,amphenol.com,Amphenol,,
Equity,-,U.S. Bancorp,1696324.0,0.03,USB US,-,Listed,Rest,High Growth,0.0337563049407643,usbank.com,U.S. Bancorp,,
Equity,-,"Dexcom, Inc.",1696296.0,0.03,DXCM US,-,Listed,Rest,High Growth,0.0337557477497216,dexcom.com,Dexcom,,
Equity,-,"Live Nation Entertainment, Inc.",1683442.0,0.03,LYV US,-,Listed,Rest,High Growth,0.0334999572617555,livenationentertainment.com,Live Nation Entertainment,,
Equity,-,"Cardinal Health, Inc.",1678687.0,0.03,CAH US,-,Listed,Rest,High Growth,0.0334053342828946,cardinalhealth.com,Cardinal Health,,
Equity,-,"Ebay, Inc.",1674327.0,0.03,EBAY US,-,Listed,Rest,High Growth,0.0333185716776719,ebay.com,eBay,,
Equity,-,Pinnacle Investment Management Group Ltd.,1668338.0,0.03,PNI AU,-,Listed,Rest,High Growth,0.0331993924935713,pinnacleinvestment.com,Pinnacle Investment Management Group,,
Equity,-,"Leidos Holdings, Inc.",1667641.0,0.03,LDOS US,-,Listed,Rest,High Growth,0.0331855224165437,leidos.com,Leidos,,
Equity,-,Ciena Corp.,1664987.0,0.03,CIEN US,-,Listed,Rest,High Growth,0.0331327086655664,ciena.com,Ciena,,
Equity,-,Zip Co. Ltd.,1664210.0,0.03,ZIP AU,-,Listed,Rest,High Growth,0.0331172466141311,zip.co,Zip Co,,
Equity,-,"Wyndham Hotels & Resorts, Inc.",1662125.0,0.03,WH US,-,Listed,Rest,High Growth,0.033075755781129,wyndhamhotels.com,Wyndham Hotels & Resorts,,
Equity,-,"Diamondback Energy, Inc.",1657407.0,0.03,FANG US,-,Listed,Rest,High Growth,0.0329818690904316,diamondbackenergy.com,Diamondback Energy,,
Equity,-,Barclays Plc,1657101.0,0.03,BARC LN,-,Listed,Rest,High Growth,0.032975779788322,barclays.com,Barclays,,
Equity,-,Societe Generale Sa,1655951.0,0.03,GLE FP,-,Listed,Rest,High Growth,0.0329528951562105,societegenerale.com,Societe Generale,,
Equity,-,Siteminder Ltd.,1654598.0,0.03,SDR AU,-,Listed,Rest,High Growth,0.0329259708890393,siteminder.com,SiteMinder,,
Equity,-,Marathon Petroleum Corp.,1650839.0,0.03,MPC US,-,Listed,Rest,High Growth,0.0328511679915549,marathonpetroleum.com,Marathon Petroleum,,
Equity,-,Daikin Industries Ltd.,1647474.0,0.03,6367 JP,-,Listed,Rest,High Growth,0.0327842055680287,daikin.com,Daikin Industries,,
Equity,-,Reliance Worldwide Corp. Ltd.,1640068.0,0.03,RWC AU,-,Listed,Rest,High Growth,0.0326368285372308,rwc.com,Reliance Worldwide,,
Equity,-,Techtronic Industries Co. Ltd.,1636776.0,0.03,669 HK,-,Listed,Rest,High Growth,0.0325713187903516,ttigroup.com,Techtronic Industries,,
Equity,-,Totvs Sa,1631610.0,0.03,TOTS3 BZ,-,Listed,Rest,High Growth,0.0324685170429708,totvs.com,TOTVS,,
Equity,-,"Misumi Group, Inc.",1630077.0,0.03,9962 JP,-,Listed,Rest,High Growth,0.0324380108333822,misumi.com,Misumi Group,,
Equity,-,Barrick Gold Corp.,1629279.0,0.03,ABX CN,-,Listed,Rest,High Growth,0.0324221308886649,barrick.com,Barrick Gold,,
Equity,-,"Ss&C Technologies Holdings, Inc.",1626582.0,0.03,SSNC US,-,Listed,Rest,High Growth,0.0323684614514434,ssctech.com,SS&C Technologies,,
Equity,-,"Waste Management, Inc.",1624414.0,0.03,WM US,-,Listed,Rest,High Growth,0.0323253189449932,wm.com,Waste Management,,
Equity,-,"Mizuho Financial Group, Inc.",1614223.0,0.03,8411 JP,-,Listed,Rest,High Growth,0.0321225213051253,mizuhogroup.com,Mizuho Financial Group,,
Equity,-,Chubb Ltd.,1608140.0,0.03,CB US,-,Listed,Rest,High Growth,0.0320014715510956,chubb.com,Chubb,,
Equity,-,Nordea Bank Abp,1608140.0,0.03,NDA FH,-,Listed,Rest,High Growth,0.0320014715510956,nordea.com,Nordea Bank,,
Equity,-,Petroleo Brasileiro Sa,1606603.0,0.03,PBR US,-,Listed,Rest,High Growth,0.0319708857427866,petrobras.com.br,Petrobras,,
Equity,-,"United Parcel Service, Inc.",1606029.0,0.03,UPS US,-,Listed,Rest,High Growth,0.031959463326411,ups.com,UPS,,
Equity,-,Bp Plc,1601495.0,0.03,BP LN,-,Listed,Rest,High Growth,0.0318692381768514,bp.com,BP,,
Equity,-,Daiichi Sankyo Co. Ltd.,1593161.0,0.03,4568 JP,-,Listed,Rest,High Growth,0.0317033942429235,daiichisankyo.com,Daiichi Sankyo,,
Equity,-,Lloyds Banking Group Plc,1587111.0,0.03,LLOY LN,-,Listed,Rest,High Growth,0.031583001178337,lloydsbankinggroup.com,Lloyds Banking Group,,
Equity,-,United Breweries Ltd.,1572744.0,0.03,UBBL IN,-,Listed,Rest,High Growth,0.0312971024743843,unitedbreweries.com,United Breweries,,
Equity,-,Aegon Ltd.,1567535.0,0.03,AGN NA,-,Listed,Rest,High Growth,0.0311934450407593,aegon.com,Aegon,,
Equity,-,Baker Hughes Co.,1567387.0,0.03,BKR US,-,Listed,Rest,High Growth,0.0311904998881049,bakerhughes.com,Baker Hughes,,
Equity,-,"Rockwell Automation, Inc.",1565414.0,0.03,ROK US,-,Listed,Rest,High Growth,0.0311512378192737,rockwellautomation.com,Rockwell Automation,,
Equity,-,Loblaw Cos. Ltd.,1558565.0,0.03,L CN,-,Listed,Rest,High Growth,0.0310149449102897,loblaw.ca,Loblaw Companies,,
Equity,-,"Axon Enterprise, Inc.",1558006.0,0.03,AXON US,-,Listed,Rest,High Growth,0.0310038209891155,axon.com,Axon Enterprise,,
Equity,-,Royal Bank Of Canada,1556349.0,0.03,RY CN,-,Listed,Rest,High Growth,0.0309708472191949,rbc.com,Royal Bank of Canada,,
Equity,-,Honda Motor Co. Ltd.,1552224.0,0.03,7267 JP,-,Listed,Rest,High Growth,0.030888761038795,global.honda,Honda Motor,,
Equity,-,Wal-Mart De Mexico Sab De Cv,1551082.0,0.03,WALMEX MM,-,Listed,Rest,High Growth,0.0308660356041243,walmartmexico.com.mx,Walmart de México,,
Equity,-,Sandvik Ab,1536413.0,0.03,SAND SS,-,Listed,Rest,High Growth,0.0305741271967823,sandvik.com,Sandvik,,
Equity,-,"Kb Financial Group, Inc.",1529305.0,0.03,105560 KS,-,Listed,Rest,High Growth,0.0304326802706532,kbfg.com,KB Financial Group,,
Equity,-,"Elf Beauty, Inc.",1524405.0,0.03,ELF US,-,Listed,Rest,High Growth,0.0303351718381782,elfbeauty.com,e.l.f. Beauty,,
Equity,-,Auckland International Airport Ltd.,1511649.0,0.03,AIA AU,-,Listed,Rest,High Growth,0.0300813315188616,aucklandairport.co.nz,Auckland International Airport,,
Equity,-,"Illumina, Inc.",1510000.0,0.03,ILMN US,-,Listed,Rest,High Growth,0.0300485169463818,illumina.com,Illumina,,
Equity,-,"Veeva Systems, Inc.",1501442.0,0.03,VEEV US,-,Listed,Rest,High Growth,0.0298782154841121,veeva.com,Veeva Systems,,
Equity,-,"Intercontinental Exchange, Inc.",1498764.0,0.03,ICE US,-,Listed,Rest,High Growth,0.0298249241408125,ice.com,Intercontinental Exchange,,
Equity,-,State Street Corp.,1496249.0,0.03,STT US,-,Listed,Rest,High Growth,0.0297748764453687,statestreet.com,State Street,,
Equity,-,Carvana Co.,1494078.0,0.03,CVNA US,-,Listed,Rest,High Growth,0.0297316742398783,carvana.com,Carvana,,
Equity,-,Computer Age Management Services Ltd.,1494055.0,0.03,CAMS IN,-,Listed,Rest,High Growth,0.029731216547236,camsonline.com,Computer Age Management Services,,
Equity,-,"Cummins, Inc.",1492534.0,0.03,CMI US,-,Listed,Rest,High Growth,0.0297009491338086,cummins.com,Cummins,,
Equity,-,"Corning, Inc.",1491131.0,0.03,GLW US,-,Listed,Rest,High Growth,0.0296730298826326,corning.com,Corning,,
Equity,-,"Illinois Tool Works, Inc.",1488204.0,0.03,ITW US,-,Listed,Rest,High Growth,0.0296147835189888,itw.com,Illinois Tool Works,,
Equity,-,Axa Sa,1481982.0,0.03,CS FP,-,Listed,Rest,High Growth,0.0294909677094256,axa.com,AXA,,
Equity,-,Toyota Motor Corp.,1478226.0,0.03,7203 JP,-,Listed,Rest,High Growth,0.0294162245109815,global.toyota,Toyota Motor,,
Equity,-,G8 Education Ltd.,1476045.0,0.03,GEM AU,-,Listed,Rest,High Growth,0.0293728233086901,g8education.edu.au,G8 Education,,
Equity,-,"Palo Alto Networks, Inc.",1471686.0,0.03,PANW US,-,Listed,Rest,High Growth,0.0292860806031475,paloaltonetworks.com,Palo Alto Networks,,
Equity,-,Kraft Heinz Co.,1468494.0,0.03,KHC US,-,Listed,Rest,High Growth,0.0292225608242781,kraftheinzcompany.com,Kraft Heinz,,
Equity,-,Moncler Spa,1456071.0,0.03,MONC IM,-,Listed,Rest,High Growth,0.0289753470984338,moncler.com,Moncler,,
Equity,-,"Ppg Industries, Inc.",1448150.0,0.03,PPG US,-,Listed,Rest,High Growth,0.0288177217323859,ppg.com,PPG Industries,,
Equity,-,"Cenovus Energy, Inc.",1447747.0,0.03,CVE CN,-,Listed,Rest,High Growth,0.0288097021613069,cenovus.com,Cenovus Energy,,
Equity,-,Novartis Ag,1437792.0,0.03,NVS US,-,Listed,Rest,High Growth,0.0286116008459418,novartis.com,Novartis,,
Equity,-,"Fidelity National Information Services, Inc.",1432428.0,0.03,FIS US,-,Listed,Rest,High Growth,0.0285048589619018,fisglobal.com,FIS,,
Equity,-,Rolls-Royce Holdings Plc,1431069.0,0.03,RR LN,-,Listed,Rest,High Growth,0.0284778152966501,rolls-royce.com,Rolls-Royce,,
Equity,-,Nu Holdings Ltd.,1421285.0,0.03,NU US,-,Listed,Rest,High Growth,0.0282831168265816,nu.com,Nu Holdings,,
Equity,-,Takeda Pharmaceutical Co. Ltd.,1420314.0,0.03,4502 JP,-,Listed,Rest,High Growth,0.0282637942372075,takeda.com,Takeda Pharmaceutical,,
Equity,-,Asml Holding Nv,1419055.0,0.03,ASML US,-,Listed,Rest,High Growth,0.0282387405399654,asml.com,ASML,,
Equity,-,Incyte Corp.,1411184.0,0.03,INCY US,-,Listed,Rest,High Growth,0.0280821101579224,incyte.com,Incyte,,
Equity,-,Subaru Corp.,1410914.0,0.03,7270 JP,-,Listed,Rest,High Growth,0.0280767372442962,subaru.com,Subaru,,
Equity,-,"Sumitomo Mitsui Financial Group, Inc.",1410107.0,0.03,8316 JP,-,Listed,Rest,High Growth,0.028060678202458,smfg.co.jp,Sumitomo Mitsui Financial Group,,
Equity,-,Brookfield Corp.,1401702.0,0.03,BN CN,-,Listed,Rest,High Growth,0.0278934213912432,brookfield.com,Brookfield,,
Equity,-,"Knight-Swift Transportation Holdings, Inc.",1396939.0,0.03,KNX US,-,Listed,Rest,High Growth,0.0277986392149414,knight-swift.com,Knight-Swift Transportation,,
Equity,-,Gold Fields Ltd.,1396851.0,0.03,GFI US,-,Listed,Rest,High Growth,0.0277968880430929,goldfields.com,Gold Fields,,
Equity,-,Tongwei Co. Ltd.,1393243.0,0.03,600438 C1,-,Listed,Rest,High Growth,0.0277250899973031,tongwei.com,Tongwei,,
Equity,-,Capital One Financial Corp.,1388448.0,0.03,COF US,-,Listed,Rest,High Growth,0.0276296710312383,capitalone.com,Capital One,,
Equity,-,Silergy Corp.,1388147.0,0.03,6415 TT,-,Listed,Rest,High Growth,0.0276236812275291,silergy.com,Silergy,,
Equity,-,Lvmh Moet Hennessy Louis Vuitton Se,1383777.0,0.03,MC FP,-,Listed,Rest,High Growth,0.0275367196255055,lvmh.com,LVMH,,
Equity,-,Kia Corp.,1382356.0,0.03,000270 KS,-,Listed,Rest,High Growth,0.0275084421800877,kia.com,Kia,,
Equity,-,Bim Birlesik Magazalar As,1380911.0,0.03,BIMAS TI,-,Listed,Rest,High Growth,0.0274796871423477,bim.com.tr,BİM,,
Equity,-,"Charles River Laboratories International, Inc.",1380860.0,0.03,CRL US,-,Listed,Rest,High Growth,0.0274786722586627,criver.com,Charles River Laboratories,,
Equity,-,Truist Financial Corp.,1378573.0,0.03,TFC US,-,Listed,Rest,High Growth,0.027433161690281,truist.com,Truist,,
Equity,-,Fisher & Paykel Healthcare Corp. Ltd.,1375013.0,0.03,FPH AU,-,Listed,Rest,High Growth,0.0273623188291359,fphcare.com,Fisher & Paykel Healthcare,,
Equity,-,Perseus Mining Ltd.,1367237.0,0.03,PRU AU,-,Listed,Rest,High Growth,0.0272075789167021,perseusmining.com,Perseus Mining,,
Equity,-,Enel Spa,1363186.0,0.03,ENEL IM,-,Listed,Rest,High Growth,0.0271269653126294,enel.com,Enel,,
Equity,-,Akbank Tas,1357836.0,0.03,AKBNK TI,-,Listed,Rest,High Growth,0.0270205020241107,akbank.com,Akbank,,
Equity,-,Vodafone Group Plc,1356422.0,0.03,VOD LN,-,Listed,Rest,High Growth,0.0269923638764537,vodafone.com,Vodafone,,
Equity,-,Biontech Se,1351456.0,0.03,BNTX US,-,Listed,Rest,High Growth,0.0268935420650923,biontech.com,BioNTech,,
Equity,-,Qualitas Controladora Sab De Cv,1349452.0,0.03,Q MM,-,Listed,Rest,High Growth,0.026853663106178,qualitas.com.mx,Qualitas,,
Equity,-,"Hasbro, Inc.",1347272.0,0.03,HAS US,-,Listed,Rest,High Growth,0.0268102818035666,hasbro.com,Hasbro,,
Equity,-,Halliburton Co.,1345750.0,0.03,HAL US,-,Listed,Rest,High Growth,0.0267799944904591,halliburton.com,Halliburton,,
Equity,-,M&T Bank Corp.,1325824.0,0.03,MTB US,-,Listed,Rest,High Growth,0.0263834734648474,mtb.com,M&T Bank,,
Equity,-,Macmahon Holdings Ltd.,1321462.0,0.03,MAH AU,-,Listed,Rest,High Growth,0.0262966710602646,macmahon.com.au,Macmahon Holdings,,
Equity,-,Interglobe Aviation Ltd.,1318292.0,0.03,INDIGO IN,-,Listed,Rest,High Growth,0.0262335890743573,interglobe.com,Interglobe Aviation,,
Equity,-,Ventia Services Group Pty. Ltd.,1317783.0,0.03,VNT AU,-,Listed,Rest,High Growth,0.0262234601371879,ventia.com,Ventia Services Group,,
Equity,-,Premier Investments Ltd.,1314130.0,0.03,PMV AU,-,Listed,Rest,High Growth,0.0261507666057938,premierinvestments.com.au,Premier Investments,,
Equity,-,"Voya Financial, Inc.",1308714.0,0.03,VOYA US,-,Listed,Rest,High Growth,0.0260429899383888,voya.com,Voya Financial,,
Equity,-,Kinross Gold Corp.,1303952.0,0.03,K CN,-,Listed,Rest,High Growth,0.0259482276617671,kinross.com,Kinross Gold,,
Equity,-,Manulife Financial Corp.,1299137.0,0.03,MFC CN,-,Listed,Rest,High Growth,0.0258524107021004,manulife.com,Manulife Financial,,
Equity,-,"Biogen, Inc.",1293718.0,0.03,BIIB US,-,Listed,Rest,High Growth,0.025744574335655,biogen.com,Biogen,,
Equity,-,Willis Towers Watson Plc,1293598.0,0.03,WTW US,-,Listed,Rest,High Growth,0.0257421863740434,wtwco.com,Willis Towers Watson,,
Equity,-,"Cboe Global Markets, Inc.",1290825.0,0.03,CBOE US,-,Listed,Rest,High Growth,0.0256870045611346,cboe.com,Cboe Global Markets,,
Equity,-,Merck Kgaa,1290385.0,0.03,MRK GR,-,Listed,Rest,High Growth,0.0256782487018919,merckgroup.com,Merck,,
Equity,-,Gold Road Resources Ltd.,1283304.0,0.03,GOR AU,-,Listed,Rest,High Growth,0.0255373390671255,goldroad.com.au,Gold Road Resources,,
Equity,-,"Chipotle Mexican Grill, Inc.",1282905.0,0.03,CMG US,-,Listed,Rest,High Growth,0.0255293990947668,chipotle.com,Chipotle Mexican Grill,,
Equity,-,Targa Resources Corp.,1279617.0,0.03,TRGP US,-,Listed,Rest,High Growth,0.0254639689466081,targaresources.com,Targa Resources,,
Equity,-,Ramelius Resources Ltd.,1278159.0,0.03,RMS AU,-,Listed,Rest,High Growth,0.0254349552130267,rameliusresources.com.au,Ramelius Resources,,
Equity,-,Zijin Mining Group Co. Ltd.,1271128.0,0.03,2899 HK,-,Listed,Rest,High Growth,0.0252950405622651,zijinmining.com,Zijin Mining Group,,
Equity,-,Hyundai Motor Co.,1269530.0,0.03,005380 KS,-,Listed,Rest,High Growth,0.0252632408734702,hyundai.com,Hyundai Motor,,
Equity,-,Canadian Imperial Bank Of Commerce,1264147.0,0.03,CM CN,-,Listed,Rest,High Growth,0.0251561208955084,cibc.com,CIBC,,
Equity,-,"Silgan Holdings, Inc.",1250011.0,0.02,SLGN US,-,Listed,Rest,High Growth,0.024874819017658,silganholdings.com,Silgan Holdings,,
Equity,-,"Honeywell International, Inc.",1248740.0,0.02,HON US,-,Listed,Rest,High Growth,0.0248495265242548,honeywell.com,Honeywell,,
Equity,-,"Borgwarner, Inc.",1243002.0,0.02,BWA US,-,Listed,Rest,High Growth,0.0247353421598586,borgwarner.com,BorgWarner,,
Equity,-,Glencore Plc,1238928.0,0.02,GLEN LN,-,Listed,Rest,High Growth,0.0246542708631436,glencore.com,Glencore,,
Equity,-,"Li Auto, Inc.",1238209.0,0.02,LI US,-,Listed,Rest,High Growth,0.0246399629931539,lixiang.com,Li Auto,,
Equity,-,Koninklijke Philips Nv,1231373.0,0.02,PHIA NA,-,Listed,Rest,High Growth,0.0245039287800112,philips.com,Philips,,
Equity,-,Advantest Corp.,1227846.0,0.02,6857 JP,-,Listed,Rest,High Growth,0.0244337426083093,advantest.com,Advantest,,
Equity,-,"First Solar, Inc.",1220082.0,0.02,FSLR US,-,Listed,Rest,High Growth,0.0242792414920366,firstsolar.com,First Solar,,
Equity,-,Champion Iron Ltd.,1217268.0,0.02,CIA AU,-,Listed,Rest,High Growth,0.0242232437922439,championiron.com,Champion Iron,,
Equity,-,"Mccormick & Co., Inc.",1209924.0,0.02,MKC US,-,Listed,Rest,High Growth,0.0240771005416119,mccormickcorporation.com,McCormick,,
Equity,-,Ubs Group Ag,1202441.0,0.02,UBSG SW,-,Listed,Rest,High Growth,0.0239281912354465,ubs.com,UBS Group,,
Equity,-,Thomson Reuters Corp.,1202204.0,0.02,TRI CN,-,Listed,Rest,High Growth,0.0239234750112635,thomsonreuters.com,Thomson Reuters,,
Equity,-,"Ge Vernova, Inc.",1200264.0,0.02,GEV US,-,Listed,Rest,High Growth,0.0238848696318755,gevernova.com,GE Vernova,,
Equity,-,Gentex Corp.,1198291.0,0.02,GNTX US,-,Listed,Rest,High Growth,0.0238456075630442,gentex.com,Gentex,,
Equity,-,Arch Capital Group Ltd.,1184863.0,0.02,ACGL US,-,Listed,Rest,High Growth,0.0235783946587025,archgroup.com,Arch Capital Group,,
Equity,-,Fedex Corp.,1183167.0,0.02,FDX US,-,Listed,Rest,High Growth,0.023544644801258,fedex.com,FedEx,,
Equity,-,China International Capital Corp. Ltd.,1173758.0,0.02,3908 HK,-,Listed,Rest,High Growth,0.0233574087112259,cicc.com,China International Capital,,
Equity,-,"Nvr, Inc.",1166382.0,0.02,NVR US,-,Listed,Rest,High Growth,0.0232106286708309,nvrinc.com,NVR,,
Equity,-,"Li Auto, Inc.",1166093.0,0.02,2015 HK,-,Listed,Rest,High Growth,0.0232048776632829,lixiang.com,Li Auto,,
Equity,-,Equinor Asa,1162514.0,0.02,EQNR NO,-,Listed,Rest,High Growth,0.0231336567082159,equinor.com,Equinor,,
Equity,-,"Ally Financial, Inc.",1157582.0,0.02,ALLY US,-,Listed,Rest,High Growth,0.0230355114859778,ally.com,Ally Financial,,
Equity,-,"Warner Bros Discovery, Inc.",1152685.0,0.02,WBD US,-,Listed,Rest,High Growth,0.0229380627525431,wbd.com,Warner Bros Discovery,,
Equity,-,"Metlife, Inc.",1151329.0,0.02,MET US,-,Listed,Rest,High Growth,0.0229110787863316,metlife.com,MetLife,,
Equity,-,Titan Co. Ltd.,1145549.0,0.02,TTAN IN,-,Listed,Rest,High Growth,0.0227960586353713,titancompany.in,Titan,,
Equity,-,Cemex Sab De Cv,1143465.0,0.02,CX US,-,Listed,Rest,High Growth,0.0227545877020493,cemex.com,Cemex,,
Equity,-,Archer-Daniels-Midland Co.,1143197.0,0.02,ADM US,-,Listed,Rest,High Growth,0.0227492545877833,adm.com,Archer-Daniels-Midland,,
Equity,-,Clorox Co.,1137079.0,0.02,CLX US,-,Listed,Rest,High Growth,0.0226275083449502,clorox.com,Clorox,,
Equity,-,"Neurocrine Biosciences, Inc.",1136873.0,0.02,NBIX US,-,Listed,Rest,High Growth,0.0226234090108502,neurocrine.com,Neurocrine Biosciences,,
Equity,-,Spartan Resources Ltd.,1135918.0,0.02,SPR AU,-,Listed,Rest,High Growth,0.0226044048163577,spartanresources.com.au,Spartan Resources,,
Equity,-,Bank Of Queensland Ltd.,1133671.0,0.02,BOQ AU,-,Listed,Rest,High Growth,0.0225596902351798,boq.com.au,Bank of Queensland,,
Equity,-,Canadian Natural Resources Ltd.,1133355.0,0.02,CNQ US,-,Listed,Rest,High Growth,0.0225534019362692,cnrl.com,Canadian Natural Resources,,
Equity,-,Agnico Eagle Mines Ltd.,1129500.0,0.02,AEM CN,-,Listed,Rest,High Growth,0.0224766886694955,agnicoeagle.com,Agnico Eagle Mines,,
Equity,-,"Pultegroup, Inc.",1125394.0,0.02,PHM US,-,Listed,Rest,High Growth,0.0223949805830174,pultegroup.com,PulteGroup,,
Equity,-,Breville Group Ltd.,1125357.0,0.02,BRG AU,-,Listed,Rest,High Growth,0.0223942442948539,brevillegroup.com,Breville Group,,
Equity,-,"International Flavors & Fragrances, Inc.",1124601.0,0.02,IFF US,-,Listed,Rest,High Growth,0.0223792001367006,iff.com,International Flavors & Fragrances,,
Equity,-,"Blackrock, Inc.",1124078.0,0.02,BLK US,-,Listed,Rest,High Growth,0.0223687926040099,blackrock.com,BlackRock,,
Equity,-,"Mondelez International, Inc.",1119235.0,0.02,MDLZ US,-,Listed,Rest,High Growth,0.0222724184533004,mondelezinternational.com,Mondelez International,,
Equity,-,Harvey Norman Holdings Ltd.,1118638.0,0.02,HVN AU,-,Listed,Rest,High Growth,0.0222605383442825,harveynormanholdings.com.au,Harvey Norman Holdings,,
Equity,-,Eqt Corp.,1118547.0,0.02,EQT US,-,Listed,Rest,High Growth,0.0222587274733937,eqt.com,EQT,,
Equity,-,Unimicron Technology Corp.,1107892.0,0.02,3037 TT,-,Listed,Rest,High Growth,0.0220466963819608,unimicron.com,Unimicron Technology,,
Equity,-,Grupo Financiero Banorte Sab De Cv,1107024.0,0.02,GFNORTEO MM,-,Listed,Rest,High Growth,0.0220294234596366,banorte.com,Grupo Financiero Banorte,,
